"municipio","poblacion","poblacion_c","concejo_grande","n_concejales","pib_pc","prop_pobres","bancas_2000","mortalidad_infantil","mortalidad_postneonatal","matricula_primaria","ideb","burocratas","proyectos_servicios"
"M1869",44842,-2777,0,9,16.5,0.371,9,19.4,5.5,29,3.9,547,40
"M1870",48665,1046,1,10,10.5,0.349,9,15.5,5.7,21.8,4.1,650,52
"M1871",40155,-7464,0,9,9.9,0.363,9,18.3,8.4,24,4.7,493,38
"M1872",70068,22449,1,10,19,0.278,10,16.2,8.5,27.4,4.9,588,48
"M1873",27890,-19729,0,9,11,0.412,9,20.4,6.6,20.9,4.1,488,29
"M1874",61036,13417,1,10,11.5,0.332,9,22.6,6.7,28.2,4.6,630,41
"M1875",26480,-21139,0,9,9.2,0.442,9,19.7,9.2,20.9,4.3,534,37
"M1876",55958,8339,1,10,13.8,0.345,9,17.6,8.5,29.4,3.7,610,49
"M1877",38765,-8854,0,9,9.1,0.346,9,18.7,5.9,27.5,5.1,504,48
"M1878",73829,26210,1,10,13.9,0.32,9,16.7,6.7,23.4,4.9,597,62
"M1879",51416,3797,1,10,11.5,0.34,9,15.6,4.5,27.2,4.2,580,33
"M1880",69055,21436,1,10,12.3,0.337,10,15,3.3,28,5.3,580,37
"M1881",47434,-185,0,9,9.7,0.354,9,20.6,7.4,24.3,4.9,455,43
"M1882",56389,8770,1,10,12.5,0.322,9,18.9,4.6,29.6,4.4,598,44
"M1883",50812,3193,1,10,12.2,0.27,9,13,6.7,24.9,4.4,594,35
"M1884",37564,-10055,0,9,13.2,0.33,9,20.6,8,22.9,4.6,423,43
"M1885",32420,-15199,0,9,14,0.371,9,19.1,7.3,19.5,4.2,458,32
"M1886",22593,-25026,0,9,11.9,0.361,9,23.1,8.2,25.8,4.4,437,38
"M1887",55304,7685,1,10,14.5,0.22,10,15.4,5,27.9,4.3,593,46
"M1888",35363,-12256,0,9,12.9,0.382,9,18.1,6.6,18.4,4.1,447,36
"M1889",55753,8134,1,10,15.6,0.294,10,19.3,7.1,25.2,5.1,717,41
"M1890",70268,22649,1,10,12.6,0.266,9,14.7,6.3,24.3,4.2,596,53
"M1891",31279,-16340,0,9,10.1,0.298,9,18.1,6.7,19.8,4.1,506,42
"M1892",46678,-941,0,9,12.3,0.308,10,20.7,6.1,23.5,4.6,532,51
"M1893",74583,26964,1,10,16.5,0.314,9,15.5,2.4,21.7,4.4,590,63
"M1894",48738,1119,1,10,12.3,0.32,9,18.7,7.4,31.5,3.8,557,44
"M1895",42456,-5163,0,9,8.8,0.287,9,26.3,7.3,22.8,4.6,375,45
"M1896",42878,-4741,0,9,10.7,0.388,9,19,7.9,21.9,3.4,438,44
"M1897",63097,15478,1,10,13,0.31,9,18.3,7.1,26.2,4.7,679,47
"M1898",38105,-9514,0,9,13,0.336,10,24.7,7.9,23.2,3.8,437,41
"M1899",56469,8850,1,10,7.6,0.365,10,13.3,5.4,27.2,4.5,544,37
"M1900",49772,2153,1,10,14,0.299,9,14.2,7.5,28.8,4.2,596,38
"M1901",39307,-8312,0,9,14.1,0.408,9,17.9,6.3,18.3,4.5,411,42
"M1902",74223,26604,1,10,13.4,0.313,9,13.8,5,29.5,4.6,625,49
"M1903",52646,5027,1,10,13.3,0.441,9,19.5,5.3,27.2,4,651,50
"M1904",67430,19811,1,10,12.1,0.265,10,12,5.4,26.6,4.1,542,48
"M1905",51908,4289,1,10,12.1,0.374,9,20.1,6,20.9,5.1,613,48
"M1906",41086,-6533,0,9,15.8,0.46,9,22.6,8.9,31.6,5.3,507,42
"M1907",72831,25212,1,10,17.7,0.276,9,10.6,5.8,28.9,4.5,687,46
"M1908",58804,11185,1,10,12.1,0.368,9,11,7.3,25.5,4.6,635,52
"M1909",27759,-19860,0,9,10.1,0.407,10,29,6.7,19.3,4.2,483,35
"M1910",24075,-23544,0,9,10.2,0.365,9,22.8,7.2,22.5,4.8,477,24
"M1911",55818,8199,1,10,10.3,0.35,9,17.3,3.6,29.9,4.6,617,48
"M1912",58781,11162,1,10,16.2,0.373,9,18.6,6.6,26.9,4.4,556,54
"M1913",57821,10202,1,10,12.2,0.365,9,15.8,3.6,26.8,5.6,510,58
"M1914",34736,-12883,0,9,9.6,0.374,9,21.3,6.5,17.1,4.7,463,45
"M1915",44338,-3281,0,9,14.4,0.375,10,24.9,7.3,25.7,4.1,556,49
"M1916",21812,-25807,0,9,9.3,0.309,9,18.5,6.7,25.7,3.6,355,36
"M1917",21435,-26184,0,9,8.1,0.363,9,18.8,8.9,17.3,3.4,464,41
"M1918",26384,-21235,0,9,9.1,0.385,9,20.7,6.2,24.5,3.8,482,43
"M1919",71728,24109,1,10,11.2,0.333,9,19,6.2,30.8,5.2,624,45
"M1920",67930,20311,1,10,12.4,0.39,9,19.6,5,24.2,4.9,601,55
"M1921",50961,3342,1,10,10.3,0.358,9,21.2,6.9,29.6,4.6,557,42
"M1922",29950,-17669,0,9,11.2,0.354,9,27.6,4.7,25.2,4.6,423,35
"M1923",28798,-18821,0,9,7.9,0.386,9,20.4,6.9,22.3,4.1,521,37
"M1924",54388,6769,1,10,13.3,0.315,9,15,8.3,24.9,4.2,595,62
"M1925",28339,-19280,0,9,8.4,0.397,10,21,6.7,20.8,4.1,385,39
"M1926",59479,11860,1,10,11.1,0.306,9,19.2,7.6,24.3,5.3,657,44
"M1927",37228,-10391,0,9,8.7,0.374,9,19.4,7.3,19.5,5.5,418,34
"M1928",50903,3284,1,10,14.8,0.385,9,19.2,7.6,27.4,5.3,532,45
"M1929",67137,19518,1,10,10.1,0.21,9,19.8,5.7,25.5,4.6,594,38
"M1930",46603,-1016,0,9,9.5,0.52,9,22.3,3.6,24,3.6,422,40
"M1931",71076,23457,1,10,16.4,0.341,9,16.5,4.8,20.8,5.2,575,46
"M1932",52667,5048,1,10,14.6,0.389,9,17.3,4.5,26.1,4,592,51
"M1933",23786,-23833,0,9,11.4,0.407,10,22.2,7.6,20.1,4,424,41
"M1934",48628,1009,1,10,9.2,0.357,9,14.8,5,19,5,534,47
"M1935",37042,-10577,0,9,11.3,0.404,9,23.4,7.2,23.6,3.9,466,42
"M1936",24222,-23397,0,9,10.2,0.382,9,20.2,9.1,19.9,4.5,371,36
"M1937",70523,22904,1,10,16.7,0.291,9,15.5,5.5,28.3,5.9,622,48
"M1938",65938,18319,1,10,12.4,0.245,9,12,5.7,31,4.4,680,49
"M1939",28362,-19257,0,9,10.7,0.448,9,20.4,6.9,21.9,3.6,437,43
"M1940",59701,12082,1,10,12.5,0.367,10,19.6,8.1,22.3,4.6,659,68
"M1941",54173,6554,1,10,14.1,0.277,9,19.8,5.5,23.8,4,496,42
"M1942",23514,-24105,0,9,9.3,0.44,9,22.2,5.8,23.4,4.4,456,33
"M1943",70906,23287,1,10,11.9,0.354,9,15.8,5.5,26.2,5.5,622,40
"M1944",64996,17377,1,10,14.5,0.307,9,18.5,9.4,28.9,4.8,655,52
"M1945",29099,-18520,0,9,10.5,0.277,9,21.1,6.2,21.4,4.3,480,38
"M1946",54983,7364,1,10,12.4,0.366,9,19.1,4.8,21.3,5,610,44
"M1947",47935,316,1,10,11.1,0.253,9,13.2,4.4,23.7,4.7,528,39
"M1948",67121,19502,1,10,15.8,0.261,9,18.3,4.9,28.6,4.1,635,51
"M1949",67155,19536,1,10,13.1,0.272,10,16,5.9,24.2,5.4,525,54
"M1950",23915,-23704,0,9,10.5,0.315,9,22.2,8.2,25.4,4,492,31
"M1951",65636,18017,1,10,13.8,0.32,10,16.5,5.9,31,5.3,595,39
"M1952",56055,8436,1,10,13.2,0.353,10,23.8,5.3,23.2,5.1,558,57
"M1953",63137,15518,1,10,12.6,0.289,9,17.7,6,23.8,4.6,585,49
"M1954",61018,13399,1,10,13,0.266,9,19.5,7.5,26,5.1,574,52
"M1955",23098,-24521,0,9,7.6,0.367,9,20.1,8.2,23.8,4.6,507,44
"M1956",72308,24689,1,10,11.2,0.367,9,16,5.9,26.6,4.7,591,56
"M1957",51374,3755,1,10,11.6,0.286,9,12.8,5,26.6,4.1,639,50
"M1958",55957,8338,1,10,13.4,0.386,9,16.2,5.8,31.3,4.5,613,60
"M1959",43628,-3991,0,9,10.9,0.363,9,21.6,7.2,27.9,4.3,534,51
"M1960",24535,-23084,0,9,12.3,0.406,9,18.4,7.5,24.8,4.8,424,37
"M1961",49277,1658,1,10,11.4,0.366,9,20.4,6.6,28.2,4.5,608,42
"M1962",44139,-3480,0,9,7.2,0.329,9,22.6,7.2,22.2,4.3,519,39
"M1963",40937,-6682,0,9,10.2,0.393,9,21.3,7.3,17.8,4.4,489,44
"M1964",60741,13122,1,10,14.5,0.355,9,18.3,4,27,4.2,641,40
"M1965",59719,12100,1,10,10.4,0.336,10,18.5,6.1,28.4,3.6,619,61
"M1966",41979,-5640,0,9,14.3,0.286,9,20.1,6.9,24.4,3.5,436,44
"M1967",51713,4094,1,10,12.3,0.372,9,19.7,5.2,25.9,5.2,620,53
"M1968",33120,-14499,0,9,9.5,0.364,9,21.1,7.5,20.7,4.8,463,39
"M1969",73474,25855,1,10,14.3,0.291,10,19.8,4,33.8,4.9,633,55
"M1970",59165,11546,1,10,16.3,0.335,10,15.5,4.5,25.7,4.7,611,59
"M1971",59165,11546,1,10,13.3,0.21,9,23.4,6.5,28.6,3.8,614,44
"M1972",69284,21665,1,10,11.3,0.304,10,15.6,6.5,33.1,5.4,605,59
"M1973",31299,-16320,0,9,11.2,0.438,9,27.8,5.9,25.3,4.3,451,48
"M1974",62876,15257,1,10,11.9,0.322,9,18.4,7,25.9,4.1,642,44
"M1975",40405,-7214,0,9,10.3,0.372,9,20.1,9.1,20.6,4.5,500,40
"M1976",29854,-17765,0,9,12.4,0.287,9,17.3,7.8,15.6,4.1,475,49
"M1977",44144,-3475,0,9,11.2,0.258,9,18.5,7.3,22.1,4.4,484,36
"M1978",71152,23533,1,10,10.6,0.306,9,15.4,5.6,28.8,4.8,619,47
"M1979",32206,-15413,0,9,8.9,0.333,9,21,8.1,23.1,3.8,448,32
"M1980",29182,-18437,0,9,10.4,0.305,9,20.9,6.9,21.9,4.3,431,43
"M1981",58563,10944,1,10,10.5,0.246,9,17.9,6.3,30.6,4.6,564,47
"M1982",33909,-13710,0,9,8.7,0.293,9,22.9,8.3,25.6,4.7,413,32
"M1983",35645,-11974,0,9,10.3,0.316,9,22.8,8.6,24,4.8,549,52
"M1984",74838,27219,1,10,16,0.277,10,16.4,4.1,26.7,5,724,55
"M1985",67016,19397,1,10,13.8,0.321,9,12,6.1,25.9,6,551,43
"M1986",41729,-5890,0,9,12.8,0.405,9,20.3,7.5,23.7,4.4,462,45
"M1987",32034,-15585,0,9,14,0.292,10,23.1,8.5,21.6,4.6,459,41
"M1988",28248,-19371,0,9,13.8,0.354,10,19.6,5.6,25.7,4.6,477,24
"M1989",20502,-27117,0,9,9.5,0.408,9,22.8,9.5,18.7,3.8,489,31
"M1990",47785,166,1,10,15,0.349,9,16.5,5.9,28.1,4.5,521,48
"M1991",68376,20757,1,10,14.7,0.242,9,22.1,4,33.5,4.7,571,50
"M1992",35297,-12322,0,9,10.6,0.369,9,17.1,7.1,23.3,4.8,588,45
"M1993",67511,19892,1,10,13.4,0.317,9,16.6,6.6,23.3,4.1,645,56
"M1994",28683,-18936,0,9,12.4,0.382,9,21.9,8.2,24.7,3.8,493,27
"M1995",30811,-16808,0,9,10.2,0.391,9,19.7,5.5,27.5,4.8,476,38
"M1996",52238,4619,1,10,14.4,0.204,10,18.5,6.7,25.4,4.7,618,41
"M1997",59727,12108,1,10,14.6,0.316,9,17.9,4.8,26.9,5.3,641,44
"M1998",43541,-4078,0,9,10.5,0.343,10,19.4,6.8,26.4,4.6,481,35
"M1999",30736,-16883,0,9,10.2,0.414,9,23,7,31.8,5,468,44
"M2000",62240,14621,1,10,12.6,0.285,9,16.6,5.3,23.6,4.9,729,59
