"municipio","region","nordeste","poblacion","poblacion_c","umbral","concejo_grande","n_concejales","pib_pc","prop_pobres","bancas_2000","mortalidad_infantil","mortalidad_postneonatal","matricula_primaria","ideb","burocratas","proyectos_servicios"
"M1502","Nordeste",1,28619,-19000,47619,0,9,6.8,0.338,9,22.4,5,22.3,4.2,503,33
"M1503","Sudeste",0,60571,12952,47619,1,10,13.2,0.225,9,16.7,5.8,28.9,4.1,629,46
"M1504","Nordeste",1,46973,-646,47619,0,9,15.8,0.328,9,18.6,6.2,19.5,4.7,501,45
"M1505","Nordeste",1,73519,25900,47619,1,10,12.5,0.337,10,17.4,4.2,26.1,4.7,446,40
"M1506","Nordeste",1,66974,19355,47619,1,10,15.8,0.306,9,16.1,6.9,26.4,5.2,557,51
"M1507","Sudeste",0,46805,-814,47619,0,9,12,0.377,9,24.6,5.9,24.5,4.5,555,31
"M1508","Sudeste",0,21908,-25711,47619,0,9,12.3,0.352,9,20.1,7.1,19.5,4,495,38
"M1509","Sudeste",0,67604,19985,47619,1,10,9.3,0.262,9,18.9,5.5,31.6,4.8,624,42
"M1510","Sul",0,56146,8527,47619,1,10,13,0.404,9,17.6,6.5,29,3.9,627,48
"M1511","Centro-Oeste",0,38924,-8695,47619,0,9,12.6,0.397,9,22.6,7,23.4,3.8,426,39
"M1512","Norte",0,20172,-27447,47619,0,9,8.3,0.403,9,23,6.3,30.1,4.2,430,25
"M1513","Nordeste",1,45351,-2268,47619,0,9,8.4,0.474,9,23.1,4.9,26.7,4.8,451,35
"M1514","Norte",0,27781,-19838,47619,0,9,13.3,0.386,10,21.2,5.8,29.2,4.8,435,46
"M1515","Sudeste",0,51035,3416,47619,1,10,10.6,0.316,9,15.4,5.8,26.2,4.2,618,39
"M1516","Sudeste",0,71841,24222,47619,1,10,12.2,0.352,9,12.5,4.3,28,4.5,610,51
"M1517","Sudeste",0,26374,-21245,47619,0,9,7.6,0.394,9,21.9,7.9,26.2,5,451,50
"M1518","Sudeste",0,63964,16345,47619,1,10,15.1,0.291,9,16.7,6.1,21.7,4.4,600,46
"M1519","Sudeste",0,74502,26883,47619,1,10,15.4,0.236,9,18.6,4.6,30.7,4.7,575,51
"M1520","Norte",0,53442,5823,47619,1,10,15.4,0.342,9,18.6,7.6,30.1,3.6,613,43
"M1521","Centro-Oeste",0,28812,-18807,47619,0,9,12.7,0.436,9,20.8,10,21.8,4.6,448,41
"M1522","Centro-Oeste",0,36186,-11433,47619,0,9,11.6,0.285,9,24,8.5,26.3,4.3,575,42
"M1523","Sudeste",0,44154,-3465,47619,0,9,11.9,0.366,9,22.3,8.7,29.8,5,495,40
"M1524","Nordeste",1,63372,15753,47619,1,10,12.7,0.338,9,12.4,9.8,27.4,4.8,565,46
"M1525","Nordeste",1,21876,-25743,47619,0,9,8.9,0.401,9,20,5.2,25.4,4.9,485,51
"M1526","Norte",0,48080,461,47619,1,10,10.7,0.353,9,15.3,5.6,23.9,4.1,565,44
"M1527","Sudeste",0,43010,-4609,47619,0,9,9.5,0.307,9,22.2,9,21.8,5.4,513,40
"M1528","Sudeste",0,70729,23110,47619,1,10,16,0.338,9,16.6,5,24.2,4.4,557,60
"M1529","Centro-Oeste",0,21437,-26182,47619,0,9,7.8,0.363,10,24,4.8,18.6,3.8,469,39
"M1530","Nordeste",1,56357,8738,47619,1,10,13.4,0.327,9,17.2,5.1,29,4.9,595,39
"M1531","Nordeste",1,31739,-15880,47619,0,9,8.8,0.414,9,20.4,8,21.2,4.3,435,36
"M1532","Sul",0,65533,17914,47619,1,10,13.7,0.269,9,17.6,6.2,23.7,4.5,597,47
"M1533","Sudeste",0,39688,-7931,47619,0,9,9.3,0.409,9,22.8,9.9,21.3,3.8,439,38
"M1534","Centro-Oeste",0,54595,6976,47619,1,10,14.3,0.368,9,17.6,6.9,28.2,4.7,559,53
"M1535","Nordeste",1,53322,5703,47619,1,10,13.6,0.267,10,18.7,5.3,24.2,4,563,38
"M1536","Nordeste",1,64130,16511,47619,1,10,11.7,0.349,9,18.9,5.8,25.1,5,661,42
"M1537","Norte",0,20097,-27522,47619,0,9,8.9,0.413,9,18.3,9.4,21.1,4.5,408,54
"M1538","Nordeste",1,34335,-13284,47619,0,9,10.9,0.374,9,21.4,9.1,21.7,3.8,575,35
"M1539","Sudeste",0,41629,-5990,47619,0,9,9.3,0.378,9,18.8,7.9,26.7,5.2,444,40
"M1540","Sudeste",0,31539,-16080,47619,0,9,10.5,0.348,9,24.2,7.5,18.8,4.4,476,36
"M1541","Sudeste",0,37376,-10243,47619,0,9,11.4,0.266,9,17.9,6.2,30.4,4.4,421,37
"M1542","Sul",0,65243,17624,47619,1,10,14,0.312,9,16.9,4.8,26.5,4.9,582,62
"M1543","Nordeste",1,62397,14778,47619,1,10,13.6,0.338,10,19,4.6,28,4.3,583,48
"M1544","Norte",0,63222,15603,47619,1,10,12.7,0.247,9,14.1,5.3,34.5,5.2,652,51
"M1545","Sul",0,38754,-8865,47619,0,9,14.7,0.288,9,19.8,8.2,27.7,3.9,468,34
"M1546","Nordeste",1,54304,6685,47619,1,10,10.8,0.314,9,17.4,5.7,24.1,4.6,667,49
"M1547","Sul",0,47037,-582,47619,0,9,12.2,0.377,9,18.3,7.8,19.3,4.8,463,38
"M1548","Sudeste",0,45769,-1850,47619,0,9,15.5,0.406,9,21.4,8.8,22.8,4.5,508,31
"M1549","Sudeste",0,39862,-7757,47619,0,9,8.7,0.306,10,15.7,8.2,23.8,5,533,42
"M1550","Nordeste",1,62018,14399,47619,1,10,13.5,0.254,9,18,7.8,29,4.3,710,59
"M1551","Nordeste",1,64537,16918,47619,1,10,15.9,0.249,10,18.9,4.5,28.3,4.8,594,52
"M1552","Nordeste",1,61420,13801,47619,1,10,10.4,0.347,9,14.2,4.5,29.7,4.6,609,45
"M1553","Nordeste",1,26413,-21206,47619,0,9,13.6,0.417,9,18,6.5,28.9,4.6,483,32
"M1554","Nordeste",1,57842,10223,47619,1,10,12.8,0.291,9,18,6.3,28.1,4.6,658,52
"M1555","Sul",0,27588,-20031,47619,0,9,13.4,0.413,9,21.7,8.8,23.1,4.2,473,39
"M1556","Nordeste",1,42452,-5167,47619,0,9,16,0.364,9,20.8,7.6,18.8,4,474,40
"M1557","Sul",0,58229,10610,47619,1,10,10.5,0.284,9,15.2,7.1,26.7,4.3,540,44
"M1558","Nordeste",1,61137,13518,47619,1,10,14.9,0.307,9,20.7,4.7,30.4,4.7,544,53
"M1559","Centro-Oeste",0,61799,14180,47619,1,10,13.2,0.4,9,19.4,7.2,24.8,4.5,648,35
"M1560","Sul",0,47526,-93,47619,0,9,10.5,0.306,9,19,5.4,23,3.8,533,26
"M1561","Centro-Oeste",0,50742,3123,47619,1,10,12.1,0.315,9,19.7,6.5,29.7,4.2,534,63
"M1562","Norte",0,55949,8330,47619,1,10,14.5,0.309,9,15.7,5.1,24.3,4.7,640,39
"M1563","Sudeste",0,70438,22819,47619,1,10,10.9,0.257,9,17.1,2.8,32.4,3.8,685,50
"M1564","Sudeste",0,74737,27118,47619,1,10,13.5,0.252,9,18.6,7,30,5.4,650,52
"M1565","Sudeste",0,43833,-3786,47619,0,9,14.4,0.291,9,18.3,8.3,26.4,4.3,441,31
"M1566","Norte",0,72185,24566,47619,1,10,14.1,0.289,9,16.5,5.6,26.5,5,668,56
"M1567","Centro-Oeste",0,35752,-11867,47619,0,9,13.8,0.454,9,18.9,5.8,24.3,4.6,380,24
"M1568","Sudeste",0,72808,25189,47619,1,10,11.6,0.297,9,13.3,7.5,31.1,3.7,568,51
"M1569","Nordeste",1,53292,5673,47619,1,10,10.4,0.333,9,15.1,7.3,23.6,4.5,550,41
"M1570","Nordeste",1,61340,13721,47619,1,10,11.9,0.22,9,11.4,5.1,28.8,4.9,573,45
"M1571","Sudeste",0,29562,-18057,47619,0,9,13.4,0.332,9,24,8.9,29.1,4.7,455,21
"M1572","Sudeste",0,59628,12009,47619,1,10,17.3,0.283,9,20,7.1,29.3,4.3,600,41
"M1573","Sudeste",0,22705,-24914,47619,0,9,8.4,0.4,10,21.6,7.1,23,3.9,425,28
"M1574","Sudeste",0,64694,17075,47619,1,10,13.4,0.347,9,18.7,3.5,27.4,4.5,655,51
"M1575","Centro-Oeste",0,47425,-194,47619,0,9,13.4,0.458,9,18.8,10,21.3,4.5,448,35
"M1576","Sudeste",0,70105,22486,47619,1,10,11.5,0.3,9,20,6.2,28.4,3.7,659,44
"M1577","Nordeste",1,59008,11389,47619,1,10,17.6,0.371,9,16.5,6.7,28.3,5,610,49
"M1578","Sudeste",0,72618,24999,47619,1,10,13.3,0.246,9,14.8,5.3,27.5,4.4,627,40
"M1579","Sudeste",0,41383,-6236,47619,0,9,7.7,0.308,9,19.4,3.1,27.3,4.8,503,40
"M1580","Norte",0,55881,8262,47619,1,10,11.7,0.255,9,17.6,4.4,29.3,4.1,564,40
"M1581","Norte",0,60037,12418,47619,1,10,13.8,0.356,9,15.9,4.1,30.3,3.6,545,38
"M1582","Nordeste",1,66939,19320,47619,1,10,13.8,0.35,9,18.4,3.8,26.6,4.3,634,51
"M1583","Nordeste",1,32453,-15166,47619,0,9,15.1,0.475,9,21.9,5.9,20.8,3.8,418,28
"M1584","Centro-Oeste",0,45357,-2262,47619,0,9,11.5,0.405,9,20.4,6.8,28.8,5.2,494,48
"M1585","Nordeste",1,71752,24133,47619,1,10,13.8,0.323,9,12.9,5.3,25.7,5.4,620,42
"M1586","Sul",0,56271,8652,47619,1,10,12,0.325,9,16.3,6.3,25.5,4.6,606,54
"M1587","Sudeste",0,57436,9817,47619,1,10,12.6,0.402,9,17.5,6,29.6,3.8,595,47
"M1588","Nordeste",1,31348,-16271,47619,0,9,12.3,0.353,9,17.9,7.2,21.3,4.8,450,40
"M1589","Sul",0,29711,-17908,47619,0,9,7.6,0.339,10,22.4,6.6,20.3,4.4,508,29
"M1590","Nordeste",1,67556,19937,47619,1,10,12.6,0.297,9,16.7,4.6,29,5,634,58
"M1591","Sudeste",0,74943,27324,47619,1,10,17.9,0.347,9,12.4,6.7,25.8,4.4,634,55
"M1592","Nordeste",1,27659,-19960,47619,0,9,8.7,0.344,9,17.5,5.8,20.6,4.8,538,28
"M1593","Nordeste",1,66631,19012,47619,1,10,12.5,0.28,9,15.7,7.5,28.9,5,642,50
"M1594","Nordeste",1,40260,-7359,47619,0,9,11.8,0.295,9,19.7,3.7,21.9,5,488,31
"M1595","Sudeste",0,68047,20428,47619,1,10,18.2,0.332,9,15.5,4.2,22.6,5,673,49
"M1596","Sudeste",0,47744,125,47619,1,10,13.1,0.305,9,14.1,6.5,29.7,4.9,640,49
"M1597","Centro-Oeste",0,30857,-16762,47619,0,9,8.4,0.33,9,22.9,8.6,25.1,3.5,469,40
"M1598","Nordeste",1,20212,-27407,47619,0,9,8.6,0.415,9,19.9,7.6,19.4,4.1,442,41
"M1599","Nordeste",1,68465,20846,47619,1,10,10.6,0.31,9,13.2,4.6,19.6,4.5,628,41
"M1600","Nordeste",1,36640,-10979,47619,0,9,8.8,0.379,9,18.2,7.1,27.7,3.9,450,31
"M1601","Nordeste",1,43518,-4101,47619,0,9,5.5,0.307,9,20.2,7.4,24.8,3.9,491,48
"M1602","Centro-Oeste",0,73529,25910,47619,1,10,17.3,0.288,9,15.2,4.2,30.2,4.8,690,38
"M1603","Sul",0,43186,-4433,47619,0,9,11.6,0.354,9,15.4,4.6,23.7,5.1,518,37
"M1604","Centro-Oeste",0,61122,13503,47619,1,10,12.1,0.331,9,14.6,5.8,33.2,4.5,600,52
"M1605","Sudeste",0,67582,19963,47619,1,10,13.8,0.328,9,10.2,9.3,28.6,4.3,634,53
"M1606","Sul",0,69481,21862,47619,1,10,16.2,0.299,9,19.9,7.5,28.1,4.7,610,43
"M1607","Sul",0,38830,-8789,47619,0,9,11.8,0.303,9,19,7.2,21.8,4.4,484,34
"M1608","Sul",0,28913,-18706,47619,0,9,9.3,0.271,9,20,8,27,4.4,485,32
"M1609","Sudeste",0,25615,-22004,47619,0,9,10.5,0.31,9,20.9,7.2,23.3,3.9,404,30
"M1610","Norte",0,70133,22514,47619,1,10,12.5,0.301,10,13.8,4.4,27.1,4.4,630,56
"M1611","Sudeste",0,68398,20779,47619,1,10,15.8,0.257,9,14.8,5.4,28,4.5,638,41
"M1612","Sudeste",0,51009,3390,47619,1,10,12,0.281,9,18.1,6.1,26,4.8,586,56
"M1613","Centro-Oeste",0,27647,-19972,47619,0,9,15,0.431,9,25.3,8.3,22.7,3.8,449,25
"M1614","Norte",0,50660,3041,47619,1,10,12.6,0.329,10,18.7,6.2,26.5,4.4,526,50
"M1615","Nordeste",1,36227,-11392,47619,0,9,11.3,0.368,9,19,7.1,24.2,3.8,477,38
"M1616","Sudeste",0,53128,5509,47619,1,10,12,0.353,10,18.9,5.6,27.5,4.7,610,60
"M1617","Nordeste",1,52942,5323,47619,1,10,11.8,0.352,9,16.7,5.3,22.9,5,692,38
"M1618","Centro-Oeste",0,23936,-23683,47619,0,9,10.5,0.367,9,20,8.4,22.7,4.4,413,38
"M1619","Centro-Oeste",0,70851,23232,47619,1,10,11.3,0.22,9,16.4,7.4,27.7,4.3,635,51
"M1620","Nordeste",1,55120,7501,47619,1,10,15.2,0.368,9,12,5.9,27.9,4.2,577,60
"M1621","Norte",0,35329,-12290,47619,0,9,13.6,0.328,9,21.1,7.7,24.7,5.5,492,53
"M1622","Sudeste",0,36954,-10665,47619,0,9,8.2,0.359,9,19.1,6.8,25.6,3.6,482,62
"M1623","Nordeste",1,66085,18466,47619,1,10,12.8,0.299,9,18.6,5,25.2,3.9,647,50
"M1624","Norte",0,74501,26882,47619,1,10,15.7,0.329,9,15.5,4.4,25.9,3.3,627,61
"M1625","Nordeste",1,41851,-5768,47619,0,9,14.8,0.437,9,20.3,7.5,23.5,4.8,404,41
"M1626","Nordeste",1,71198,23579,47619,1,10,14.7,0.238,9,15.9,6.3,27.8,5.1,636,67
"M1627","Nordeste",1,27379,-20240,47619,0,9,10.9,0.415,9,20,8.7,27.8,3.8,438,35
"M1628","Sul",0,71118,23499,47619,1,10,17.5,0.231,9,15.1,4,27,5,584,50
"M1629","Centro-Oeste",0,49805,2186,47619,1,10,8.4,0.296,9,17.1,8.4,26.4,4.2,603,54
"M1630","Nordeste",1,28521,-19098,47619,0,9,7.5,0.426,9,20.7,8.5,20,3.9,407,38
"M1631","Norte",0,44678,-2941,47619,0,9,13.6,0.359,9,17.5,7.6,28.6,4.9,402,43
"M1632","Centro-Oeste",0,46985,-634,47619,0,9,10.6,0.275,9,22.3,7.3,22.4,4.2,420,24
"M1633","Norte",0,58069,10450,47619,1,10,12,0.308,9,18.3,6.4,29.1,4.5,558,30
"M1634","Sul",0,48804,1185,47619,1,10,12.3,0.358,9,14.9,5.7,23.9,4.9,593,51
"M1635","Centro-Oeste",0,28068,-19551,47619,0,9,8.6,0.374,10,25.4,7.3,26.5,4.2,365,37
"M1636","Sudeste",0,55984,8365,47619,1,10,11,0.381,10,16.8,5.8,28.6,4.4,629,54
"M1637","Nordeste",1,33379,-14240,47619,0,9,11.5,0.434,9,18.1,6.6,27.9,4.8,454,61
"M1638","Sudeste",0,45789,-1830,47619,0,9,13.1,0.313,9,21.8,7.2,19.7,3.8,457,41
"M1639","Centro-Oeste",0,44291,-3328,47619,0,9,9.9,0.35,9,22.3,7.6,27.9,5,476,41
"M1640","Centro-Oeste",0,64192,16573,47619,1,10,11.2,0.265,9,17.6,6.3,29.8,5.7,564,42
"M1641","Sudeste",0,29054,-18565,47619,0,9,13.3,0.468,9,20,8.5,23.6,4,452,37
"M1642","Nordeste",1,39829,-7790,47619,0,9,11.4,0.391,9,22.4,7.3,23,5.1,437,34
"M1643","Sudeste",0,36509,-11110,47619,0,9,13.2,0.374,9,20.1,6.3,24.8,4.1,443,47
"M1644","Nordeste",1,47716,97,47619,1,10,11.2,0.301,9,19.5,7,26.6,5.3,565,38
"M1645","Norte",0,45527,-2092,47619,0,9,12.6,0.33,9,17.5,7.7,23.1,4.4,473,33
"M1646","Norte",0,21695,-25924,47619,0,9,9.6,0.44,9,19.6,6.9,28.8,4.2,439,45
"M1647","Sul",0,60526,12907,47619,1,10,16.8,0.264,9,16.6,4.5,27.7,5.1,578,32
"M1648","Centro-Oeste",0,28846,-18773,47619,0,9,8.9,0.307,9,24.1,7.7,24.6,4.7,408,33
"M1649","Sudeste",0,34178,-13441,47619,0,9,10.7,0.372,9,21.4,8.9,24.6,3.9,496,36
"M1650","Centro-Oeste",0,67129,19510,47619,1,10,13.1,0.325,10,19,4.5,23.2,4.7,543,47
"M1651","Norte",0,68783,21164,47619,1,10,12,0.292,9,18.7,4.9,28.1,5.2,637,47
"M1652","Sudeste",0,36317,-11302,47619,0,9,12,0.471,9,19,6.2,25.1,4.4,481,40
"M1653","Sul",0,41177,-6442,47619,0,9,7.8,0.373,9,18.9,9.7,23,4.6,450,40
"M1654","Sudeste",0,57183,9564,47619,1,10,13.3,0.25,9,20.4,6,19.2,4.9,637,46
"M1655","Sudeste",0,42816,-4803,47619,0,9,14,0.353,9,21.6,7.1,18.8,5.3,453,50
"M1656","Sul",0,62169,14550,47619,1,10,11.9,0.326,9,15.3,6.9,28.9,4.8,580,46
"M1657","Sudeste",0,26989,-20630,47619,0,9,10,0.417,9,15.6,6.5,27.8,3.7,480,45
"M1658","Nordeste",1,49913,2294,47619,1,10,15.2,0.349,9,18.2,8.4,25.7,4.6,518,33
"M1659","Sul",0,28378,-19241,47619,0,9,10.8,0.353,9,20.2,7.9,25,4.2,460,41
"M1660","Nordeste",1,46625,-994,47619,0,9,7.9,0.321,9,22.1,6,26,4.6,494,28
"M1661","Nordeste",1,52411,4792,47619,1,10,14.1,0.423,9,20.5,5.6,29.2,4.2,639,50
"M1662","Sudeste",0,37543,-10076,47619,0,9,9.3,0.368,9,16.3,8.5,18.6,5.1,391,38
"M1663","Sudeste",0,25086,-22533,47619,0,9,9.9,0.39,9,25.9,6.1,29.7,3.4,530,35
"M1664","Nordeste",1,25242,-22377,47619,0,9,9.2,0.396,9,28.8,5.6,26.1,4.6,418,44
"M1665","Sudeste",0,43933,-3686,47619,0,9,11.7,0.354,9,16,7.6,23.4,4.8,482,42
"M1666","Sudeste",0,22811,-24808,47619,0,9,9.3,0.369,9,23.4,5.5,23,4.5,380,36
"M1667","Nordeste",1,64280,16661,47619,1,10,13.1,0.316,10,14.4,4.5,29.6,5.1,629,53
"M1668","Norte",0,39509,-8110,47619,0,9,6.3,0.449,10,23.5,5.8,23.8,4.4,426,30
"M1669","Nordeste",1,30455,-17164,47619,0,9,9.3,0.381,9,15.8,8,24,4.2,464,40
"M1670","Centro-Oeste",0,51871,4252,47619,1,10,13,0.28,10,15.2,5.1,25.3,4.7,576,49
"M1671","Norte",0,55138,7519,47619,1,10,13.5,0.317,9,17.4,4.9,27.3,5,613,43
"M1672","Sudeste",0,22569,-25050,47619,0,9,12.6,0.383,9,22.1,5.4,19.1,5,503,41
"M1673","Nordeste",1,36321,-11298,47619,0,9,11.2,0.371,9,20.7,10.7,23.1,3.5,440,36
"M1674","Nordeste",1,59432,11813,47619,1,10,14.4,0.364,10,18.8,7.9,32.6,4.7,655,49
"M1675","Centro-Oeste",0,25273,-22346,47619,0,9,10.9,0.403,9,24,5.8,24.6,4.1,446,38
"M1676","Norte",0,28327,-19292,47619,0,9,8.7,0.364,9,20.5,7.8,23.4,4.8,409,50
"M1677","Sul",0,69243,21624,47619,1,10,14.7,0.335,9,14.1,5.5,26.2,4.5,542,50
"M1678","Sudeste",0,35741,-11878,47619,0,9,11.6,0.361,9,20.6,8.5,23.3,4.4,509,40
"M1679","Sul",0,29972,-17647,47619,0,9,9.7,0.35,9,22.6,8.3,22.7,4.5,429,44
"M1680","Sudeste",0,66016,18397,47619,1,10,10.2,0.31,10,14,5,23.9,4.7,619,52
"M1681","Sudeste",0,22963,-24656,47619,0,9,9.7,0.416,9,22.4,7.7,19.5,4.6,472,32
"M1682","Sudeste",0,50618,2999,47619,1,10,7.3,0.333,9,18.1,5.9,29.4,4.4,520,50
"M1683","Nordeste",1,74139,26520,47619,1,10,11,0.257,10,19.8,4.7,28.4,5.4,675,56
"M1684","Centro-Oeste",0,54713,7094,47619,1,10,9.9,0.3,9,16.8,6.2,26.5,4.7,581,30
"M1685","Norte",0,74214,26595,47619,1,10,13.9,0.287,10,15.1,5.8,29.6,5.9,597,56
"M1686","Sul",0,40735,-6884,47619,0,9,9.8,0.38,9,24.8,6.5,29.4,4.7,476,47
"M1687","Sul",0,21949,-25670,47619,0,9,10.9,0.404,9,18.9,6.9,15.6,4.9,461,22
"M1688","Sudeste",0,28251,-19368,47619,0,9,12.6,0.506,9,24.8,9.9,25.7,4.3,472,38
"M1689","Sul",0,65763,18144,47619,1,10,13.8,0.324,9,14,8.6,25.3,4,704,58
"M1690","Sudeste",0,25676,-21943,47619,0,9,11.5,0.382,9,21.2,7.8,20.2,4,417,43
"M1691","Sul",0,72118,24499,47619,1,10,19.9,0.317,9,21,4.8,22.7,4.5,632,45
"M1692","Sudeste",0,38411,-9208,47619,0,9,10.8,0.333,10,21.3,6.9,26.8,3.2,476,31
"M1693","Sudeste",0,68085,20466,47619,1,10,14.2,0.193,10,13.5,7.3,25.9,5,646,53
"M1694","Nordeste",1,20921,-26698,47619,0,9,9.5,0.498,9,25.7,8,25.7,3.9,463,23
"M1695","Sudeste",0,57711,10092,47619,1,10,13.5,0.342,10,15.2,6.3,21.3,4.8,598,50
"M1696","Sudeste",0,54598,6979,47619,1,10,11.4,0.395,9,16.8,6.9,28.9,4.4,548,47
"M1697","Centro-Oeste",0,74521,26902,47619,1,10,10.1,0.295,9,15.5,6.2,32.1,5.8,557,47
"M1698","Sudeste",0,73992,26373,47619,1,10,12.5,0.294,9,16.7,3.9,32.3,3.9,577,64
"M1699","Norte",0,30056,-17563,47619,0,9,11.1,0.349,9,19.2,9.1,19.8,4.2,399,38
"M1700","Centro-Oeste",0,72311,24692,47619,1,10,13.6,0.387,9,21.7,5.3,32,5.1,646,61
"M1701","Norte",0,54622,7003,47619,1,10,11,0.284,9,17.8,7.3,30.8,4,663,52
"M1702","Sudeste",0,74602,26983,47619,1,10,16.4,0.241,9,19.9,3.5,23.4,3.9,687,51
"M1703","Norte",0,48167,548,47619,1,10,7.9,0.354,9,21.7,6.5,28.9,5.1,632,40
"M1704","Sudeste",0,38563,-9056,47619,0,9,10.6,0.314,9,20.5,6.8,26.1,4.3,497,32
"M1705","Nordeste",1,72305,24686,47619,1,10,12.7,0.36,9,19.1,7,25.3,4.7,623,44
"M1706","Sul",0,32571,-15048,47619,0,9,9.9,0.301,9,20.8,8.8,27,4.1,502,46
"M1707","Nordeste",1,39770,-7849,47619,0,9,12,0.253,9,17.3,8,24.2,4.8,421,40
"M1708","Sudeste",0,51930,4311,47619,1,10,15.7,0.22,9,14.9,8.2,29,4.4,560,49
"M1709","Norte",0,22922,-24697,47619,0,9,13.6,0.428,9,23.3,6.8,25.3,4.5,512,20
"M1710","Sudeste",0,25679,-21940,47619,0,9,13.4,0.343,9,20.7,8.4,17.6,4.2,411,32
"M1711","Nordeste",1,56827,9208,47619,1,10,12.8,0.379,9,21.2,5.7,24.8,4.4,533,49
"M1712","Norte",0,30169,-17450,47619,0,9,8.3,0.401,9,24.3,8.6,25.4,4.6,444,42
"M1713","Nordeste",1,71544,23925,47619,1,10,15.4,0.353,9,16.1,7.5,24.1,4.9,616,49
"M1714","Nordeste",1,35509,-12110,47619,0,9,6.4,0.318,9,22.7,7,24.9,4.9,465,36
"M1715","Sul",0,31701,-15918,47619,0,9,8.6,0.341,9,20.6,6.3,27.8,3,504,38
"M1716","Sudeste",0,45494,-2125,47619,0,9,12.9,0.383,9,20.4,6.7,25.3,4.5,468,30
"M1717","Sul",0,39740,-7879,47619,0,9,12.8,0.349,10,20.2,7.5,22.6,3.2,562,29
"M1718","Sudeste",0,37806,-9813,47619,0,9,9.8,0.362,9,22.4,6.5,25.3,5.1,480,34
"M1719","Sul",0,37241,-10378,47619,0,9,13.1,0.428,10,15.9,3.5,24.2,4.5,492,50
"M1720","Centro-Oeste",0,41342,-6277,47619,0,9,13.3,0.345,9,17.3,7.4,22.1,4.2,431,49
"M1721","Sudeste",0,27060,-20559,47619,0,9,11.3,0.316,9,19,6.1,21.6,4.8,377,31
"M1722","Nordeste",1,59991,12372,47619,1,10,15,0.348,10,17.6,4.3,23.4,3.6,616,50
"M1723","Sudeste",0,24386,-23233,47619,0,9,8.2,0.408,10,20.2,8.9,21.4,3.5,422,45
"M1724","Sudeste",0,41312,-6307,47619,0,9,12.5,0.367,9,19.9,9.2,25.3,4.1,509,34
"M1725","Norte",0,34729,-12890,47619,0,9,9.1,0.458,10,24.1,5.6,19.4,3.8,452,30
"M1726","Sul",0,20236,-27383,47619,0,9,9.7,0.341,9,22.2,7.3,21.5,4.8,402,36
"M1727","Sudeste",0,52438,4819,47619,1,10,13.4,0.308,9,21.7,6.2,25.7,4.7,617,50
"M1728","Sudeste",0,52347,4728,47619,1,10,13.1,0.36,9,16.4,4.7,26.5,4.8,629,45
"M1729","Nordeste",1,56143,8524,47619,1,10,14.4,0.288,9,17.8,7.3,30.2,4.3,616,55
"M1730","Sul",0,34302,-13317,47619,0,9,10.3,0.438,10,22.3,6.3,27.7,3.8,492,40
"M1731","Centro-Oeste",0,40072,-7547,47619,0,9,12.7,0.451,9,24.1,8.6,18.4,4.9,491,32
"M1732","Nordeste",1,36674,-10945,47619,0,9,12.3,0.378,9,19.5,5.8,25,4.3,482,18
"M1733","Sudeste",0,68153,20534,47619,1,10,11.1,0.293,9,18,7.2,25.5,5.2,613,52
"M1734","Sudeste",0,71868,24249,47619,1,10,14.5,0.293,9,20.1,3.4,23.7,5.2,593,47
"M1735","Nordeste",1,45063,-2556,47619,0,9,8.9,0.41,9,16.4,6.8,27.9,4.2,474,41
"M1736","Centro-Oeste",0,69319,21700,47619,1,10,16.1,0.178,9,21,6.9,20.1,5.8,505,35
"M1737","Sul",0,32624,-14995,47619,0,9,10.9,0.428,9,15.6,9.1,27.9,4.7,470,56
"M1738","Sul",0,22901,-24718,47619,0,9,8.7,0.388,9,24.5,6.5,20.8,4.3,479,39
"M1739","Centro-Oeste",0,48313,694,47619,1,10,11,0.251,9,23.9,5.5,24.7,4.4,513,53
"M1740","Centro-Oeste",0,36191,-11428,47619,0,9,9.5,0.381,9,19.8,7.6,24.9,4.8,525,42
"M1741","Sudeste",0,67492,19873,47619,1,10,17.1,0.262,9,18,6.7,29.1,4.6,572,48
"M1742","Sudeste",0,38653,-8966,47619,0,9,13.1,0.399,9,19.9,8.1,23.8,4.5,495,33
"M1743","Nordeste",1,62055,14436,47619,1,10,10.8,0.319,9,14.9,7,29.7,5.7,606,40
"M1744","Nordeste",1,47331,-288,47619,0,9,13.6,0.308,9,22.1,6.7,23.5,4.8,421,47
"M1745","Nordeste",1,43139,-4480,47619,0,9,9.4,0.343,9,21.4,8,19.8,3.2,410,49
"M1746","Sudeste",0,20581,-27038,47619,0,9,9.6,0.478,9,20.3,4.6,20.6,4.7,430,33
"M1747","Sul",0,30930,-16689,47619,0,9,8.6,0.36,9,23.5,7.7,24.6,5.6,489,33
"M1748","Centro-Oeste",0,57040,9421,47619,1,10,8.9,0.258,9,17.2,6.4,23,4.6,546,40
"M1749","Sudeste",0,72091,24472,47619,1,10,9.3,0.229,9,16.3,3.8,24.6,4.9,655,47
"M1750","Nordeste",1,26309,-21310,47619,0,9,13.8,0.426,9,19.3,7.7,21.1,4.2,457,22
"M1751","Sul",0,73974,26355,47619,1,10,15.9,0.311,9,16.7,3,30,5,582,38
"M1752","Sudeste",0,73093,25474,47619,1,10,13.1,0.305,9,16.6,7.8,26,4.3,589,49
